Name,Main Price,Shipping Cost
2018 Donruss Rookie Gridiron Kings Josh Allen RC #RGK-4 Buffalo Bills,$30.00,+$5.35 shipping
2018 Panini Donruss - Rookie Gridiron Kings #RGK-4 Josh Allen (RC),$24.99,+$5.35 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$50.00,+$3.86 shipping
2018 Panini Donruss Josh Allen Rated Rookie Card RC #304 PSA 10 Buffalo Bills,$177.50,+$4.75 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$60.00,+$2.00 shipping
2018 Josh Allen Panini  Donruss Rated Rookie Card # 304,$54.99,+$4.02 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen Buffalo Bills (RC),$59.99,+$5.10 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$49.99,Best offer accepted
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$60.00,+$5.25 shipping
2018 Panini Donruss Football Josh Allen RC,$78.00,+$4.02 shipping
2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills,$54.80,+$11.69 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$59.99,+$5.55 shipping
2018 Donruss Football 201 to 400 Rookies Pick Your Player,$0.99,+$1.49 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$50.00,+$3.96 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$65.00,+$3.96 shipping
2018 Donruss RATED ROOKIE #304 Josh Allen RC Bills,$56.00,+$4.75 shipping
2018 Panini Donruss The Rookies Josh Allen #R-4 Rookie RC,$46.53,+$4.99 shipping
2018 Panini Donruss Rated Rookie Blue Press Proof Josh Allen Buffalo Bills #304,$129.95,+$9.95 shipping
2018 Panini Donruss Green Foil Rookie Threads #4 Josh Allen RC Buffalo Bills,$69.00,+$4.11 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$51.00,+$3.96 shipping
Josh Allen Rookie Card 2018 Donruss Rated Rookie Card #304 Buffalo Bills,$69.00,+$5.45 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$50.00,+$4.11 shipping
2018 Panini Donruss Josh Allen RC Rated Rookie #304 Buffalo Bills,$54.25,+$4.75 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$51.00,+$4.02 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$50.00,+$5.25 shipping
2018 Panini Donruss Josh Allen Rated ROOKIE #304 Buffalo Bills RARE,$50.00,+$5.55 shipping
2018 Panini Donruss - The Rookies #R-4 Josh Allen (RC),$34.88,+$1.12 shipping
2018 Panini Donruss Rookie Threads Josh Allen #4 Rookie RC,$70.00,+$5.25 shipping
2018 Donruss Josh Allen Rated Rookie #304 Bills QB,$57.99,+$4.65 shipping
2018 Donruss Josh Allen Rated Rookie RC #304 Buffalo Bills,$51.00,+$4.36 shipping
2018 Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Buffalo Bills,$76.00,Free shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$45.00,Free shipping
2018 Panini Donruss Rookie Gridiron Kings #RGK-4 Josh Allen RC,$13.50,Free shipping
2018 Josh Allen Donruss Rated Rookie Card # 304,$60.00,+$4.00 shipping
Josh Allen 2018 Donruss Rated Rookie,$51.00,+$4.11 shipping
2018 Panini Donruss Rated Rookie #304 Josh Allen (RC) BILLS,$60.00,+$5.25 shipping
2018 Panini Donruss Football Josh Allen RC,$56.00,+$4.02 shipping
JOSH ALLEN 2018 Panini Donruss Football Rated Rookie Card #304 Bills RC,$69.95,+$4.95 shipping
Josh Allen Rookie Card 2018 Donruss Rated Rookie Card #304 Buffalo Bills,$68.00,+$5.15 shipping
2018 Josh Allen Donruss Rated Rookie Card # 304,$60.00,+$4.00 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Corner Damage,$30.00,Best offer accepted
2018 Panini Donruss Josh Allen RGK-4 Rookie Gridiron Kings Insert Bills ,$27.99,+$4.36 shipping
2018 Panini Donruss Rated Rookie #304 Josh Allen (RC) BILLS,$60.00,+$5.25 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$53.22,+$3.96 shipping
2018 Josh Allen Donruss Rated Rookie Card # 304,$60.00,+$4.02 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$65.00,+$4.02 shipping
2018 Donruss Josh Allen Rated Rookie #304 Bills RC SHARP / CENTERED! ,$61.00,+$4.99 shipping
2018 Panini Donruss Rated Rookie Blue Press Proof Josh Allen Buffalo Bills #304,$159.95,+$4.95 shipping
2018 Josh Allen Donruss Rated Rookie Card # 304,$60.00,+$4.00 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$54.80,+$10.96 shipping
2018 Panini Donruss - The Rookies #R-4 Josh Allen (RC),$35.00,+$5.95 shipping
2018 Panini Donruss Rookie Threads Josh Allen #4 Buffalo Bills,$40.00,+$5.00 shipping
"JOSH ALLEN - 2018 Panini Donruss ""The Rookies"" #R-4 - RC",$40.00,+$5.25 shipping
2018 Panini Donruss - Rated Rookie Press Proof Blue #304 Josh Allen (RC),$102.50,+$1.12 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$52.00,+$5.15 shipping
2018 Donruss Josh Allen Rated Rookie NM/MINT,$80.00,Free shipping
2018 Donruss Josh Allen Rated Rookie #304 Bills RC,$60.00,+$5.25 shipping
2018 Panini Donruss - Rookie Gridiron Kings #RGK-4 Josh Allen (RC),$14.50,+$3.84 shipping
2018 Panini Donruss - Rated Rookie Card #304 Josh Allen (RC),$70.00,Best offer accepted
2018 Donruss #304 Josh Allen RC Rookie Buffalo Bills,$59.79,+$5.40 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$0.99,Best offer accepted
2018 Panini Donruss Rookie Phenom #4 Josh Allen Rookie Jersey Card RC BILLS,$99.98,+$5.90 shipping
Josh Allen 2018 Panini Donruss - Rated Rookie #304 (RC) Buffalo Bills,$69.99,Free shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$51.00,+$4.02 shipping
2018 Panini Donruss Rated Rookie #304 Josh Allen (RC),$64.99,+$4.95 shipping
2018 Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Buffalo Bills,$140.00,+$5.35 shipping
2018 Donruss #304 Josh Allen - Buffalo Bills Rated Rookie,$52.00,+$5.00 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$45.00,+$4.36 shipping
2018 Donruss Josh Allen Rated Rookie #304 Bills RC---NOT MINT READ!,$49.99,+$4.50 shipping
2018 Panini Donruss RATED ROOKIE Josh Allen RC #304 - BUFFALO BILLS,$79.99,Free shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$44.00,+$4.02 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Buffalo Bills,$45.00,+$5.95 shipping
2018 Panini Donruss - Rated Rookie Aqueous Test #304 Josh Allen (RC),$51.00,+$4.02 shipping
2021 Clearly Donruss 2018 Retro Rated Rookie Josh Allen Auto 🔥 SSP,$550.00,+$7.96 shipping
Josh Allen 2018 Donruss Rated Rookie Card No.304,$60.00,Free shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$46.00,+$1.12 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$40.00,+$4.02 shipping
2018 Panini Donruss JOSH ALLEN Rookie Phenom RC PLAYER WORN Jersey Patch Relic,$44.00,+$5.55 shipping
2018 Donruss Josh Allen The Rookies RC #R4 Bills 🔥 🔥 🔥,$29.99,+$5.35 shipping
2018 Donruss Josh Allen Rated Rookie #304,$56.00,Free shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$36.00,+$4.02 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$65.00,+$5.35 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$50.00,+$4.02 shipping
* Panini Donruss 2018 Josh Allen Rated Rookie #304 Bills RC NM/MT,$55.00,+$5.35 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$60.00,+$4.36 shipping
Josh Allen 2018 Donruss Rated Rookie Card No.304,$69.00,+$1.12 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$26.00,+$3.96 shipping
2018 Donruss Josh Allen Rookie Threads,$55.00,+$5.50 shipping
2018 Donruss Football Rookie Threads FACTORY SEALED Pack 1 Hit Per! Josh Allen?,$16.99,+$4.54 shipping
2018 Panini Donruss - Rated Rookie Press Proof Blue #304 Josh Allen (RC),$61.00,+$4.02 shipping
2018 Panini Donruss - Rookie Gridiron Kings #RGK-4 Josh Allen (RC),$13.00,+$1.12 shipping
2018 Panini Donruss Rated Rookie Josh Allen #304 Rookie RC,$85.00,+$5.00 shipping
2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills RC,$49.99,+$4.59 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$27.50,+$4.02 shipping
2018 Panini Donruss Rated Rookie Josh Allen #304 Rookie RC,$70.69,+$4.99 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$51.00,+$3.96 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$80.00,+$3.86 shipping
Panni Donruss 2018 Josh Allen Rated Rookie #304 football trading card NM/MT enca,$73.00,+$4.43 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) signed,$399.00,Best offer accepted
JOSH ALLEN 2018 Panini Donruss Rated Rookie Card BUFFALO BILLS RC,$52.00,+$5.50 shipping
Josh Allen 2018 Panini Donruss - Rated Rookie #304 (RC) Buffalo Bills,$69.00,+$4.75 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$65.00,+$7.50 shipping
Josh Allen RC 2018 Donruss🔥,$65.00,+$3.96 shipping
Josh Allen 2018 Donruss Rated Rookie BUFFALO BILLS RC,$69.00,Free shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$56.00,+$5.50 shipping
JOSH ALLEN ROOKIE CARD Buffalo Bills Football 2018 DONRUSS GRIDIRON KINGS RC,$13.50,+$5.25 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) ,$54.99,+$4.75 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$65.00,+$5.35 shipping
Josh Allen RR RC 2018 Donruss # 304,$80.00,Best offer accepted
2018 Panini Donruss - Rated Rookie Press Proof Blue #304 Josh Allen (RC),$65.00,+$4.02 shipping
2018 Donruss Josh Allen Press Proof Blue Rated Rookie RC #304 Buffalo Bills,$165.00,+$5.40 shipping
2018 Donruss Josh Allen Rated Rookie #304 Buffalo Bills,$60.00,+$4.50 shipping
2018 Panini Donruss - The Rookies #R-4 Josh Allen (RC),$25.00,+$5.00 shipping
2018 Panini Donruss Josh Allen Rated Rookie #304 RC Bills NICE,$65.00,+$5.25 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$65.00,+$4.11 shipping
2018 PANINI DONRUSS FOOTBALL JOSH ALLEN R-4 THE ROOKIES INSERT BUFFALO BILLS RC,$39.99,+$3.50 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$51.00,+$7.00 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$60.99,+$4.02 shipping
2018 Panini Donruss - The Rookies #R-4 Josh Allen (RC),$34.99,+$5.35 shipping
2018 Donruss Josh Allen The Rookies RC #R4 Bills,$24.50,+$4.75 shipping
2018 Donruss Josh Allen Rookie Gridiron Kings RC #RGK4 Bills,$24.50,+$4.75 shipping
2018 Panini Donruss Josh Allen Rated Rookie RC 🔥 Buffalo Bills 🔥,$65.00,+$4.02 shipping
2018 Donruss Josh Allen Rated Rookie RC #304 NM (Corners),$54.99,Free shipping
"2018 DONRUSS,JOSH ALLEN RC#304 + PRECISION PASSERS RC#PP-17 + GOLD TEAM #GT-JOA",$62.99,+$5.99 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$55.00,+$5.15 shipping
2018 Panini Donruss Rookie RC Gridiron Kings Josh Allen #RGK-4,$12.50,+$5.50 shipping
2018 Panini Donruss #4 Josh Allen RC Rookie Threads Green Foil (READ Desc.),$19.99,+$5.45 shipping
🔥2018 Donruss Josh Allen Purple Prizm Rated Rookie Stat Line 20/99 RC Bills,$400.00,+$5.35 shipping
2018 PANINI DONRUSS RATED ROOKIE JOSH ALLEN RC  #304 BUFFALO BILLS,$48.00,+$4.45 shipping
Panni Donruss 2018 Josh Allen Rated Rookie #304 Buffalo Bills,$60.00,+$5.35 shipping
2018 Josh Allen Panini Donruss #304 Rated Rookie,$95.00,+$0.99 shipping
2022 Clearly Donruss JOSH ALLEN 2018 Retro Rated Rookie RR SSP Buffalo Bills,$45.00,Free shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$60.00,+$5.25 shipping
2018 Panini Donruss Josh Allen RATED ROOKIE #304 Buffalo Bills,$61.00,+$3.80 shipping
Josh Allen 2018 Panini Donruss Rated Rookie Buffalo Bills #304 (Card 2),$66.00,Best offer accepted
Josh Allen 2018 Panini Donruss Rated Rookie Buffalo Bills #304 (Card 3),$66.00,Best offer accepted
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$57.00,+$4.49 shipping
2018 Panini Donruss Josh Allen Rated Rookie #304,$51.00,+$3.96 shipping
2018 Panini Donruss Rated Rookie #304 Josh Allen RC,$70.00,+$1.87 shipping
2018 Donruss Rookie Gridiron Kings Josh Allen Rookie Buffalo Bills #RGK-4,$36.00,+$5.35 shipping
2018 Panini Donruss Josh Allen RATED ROOKIE #304 Buffalo Bills,$51.00,+$5.35 shipping
"2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) , Buffalo Bills",$56.54,+$5.45 shipping
Josh Allen 2018 Panini Donruss - Rated Rookie Press Proof Blue #304 Josh Allen (,$85.00,+$4.02 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$55.00,+$3.86 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$56.00,+$1.12 shipping
2018 Josh Allen Donruss Rookie Gridiron Kings Color Match Canvas Finish,$14.99,+$5.35 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$51.00,+$4.02 shipping
2018 Panini Donruss Josh Allen RGK-4 Rookie Gridiron Kings Insert Bills ,$29.95,Free shipping
2018 Panini Donruss Rated Rookie #304 Josh Allen RC,$55.00,+$3.50 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$51.00,+$5.95 shipping
Panni Donruss 2018 Josh Allen Rated Rookie #304 Buffalo Bills,$74.99,+$5.35 shipping
2018 Panini Donruss Rated Rookie Josh Allen #304 Rookie RC,$52.99,+$4.99 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen  has soft corners won’t gem,$35.00,+$5.25 shipping
2018 Donruss Josh Allen Rated Rookie,$50.00,+$5.25 shipping
2018 Panini Donruss Rookie Threads Josh Allen #4 Rookie RC Player Worn,$36.00,+$1.12 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$54.99,Free shipping
JOSH ALLEN 2018 DONRUSS FOOTBALL BLUE PRESS PROOF RATED ROOKIE CARD #304 MINT,$100.00,+$4.02 shipping
2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills,$51.14,+$11.69 shipping
2018 Panini Donruss - Rookie Gridiron Kings #RGK-4 Josh Allen (RC),$20.00,+$4.11 shipping
2018 Panini Donruss Rookie Threads Josh Allen ,$40.00,+$5.45 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$50.00,+$5.40 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen  has soft corners won’t gem,$45.00,+$5.25 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen ROOKIE CARD RC NICE RARE,$51.00,+$6.75 shipping
2018 Panini Donruss Rated Rookie #304 Josh Allen RC Buffalo Bills,$51.00,+$5.25 shipping
2018 Panini Donruss Josh Allen RATED ROOKIE #304 Buffalo Bills,$56.00,+$4.11 shipping
2018 Panini Donruss JOSH ALLEN RATED ROOKIE🔥🔥 BILLS,$60.01,+$5.55 shipping
JOSH ALLEN ROOKIE CARD Buffalo Bills Football 2018 DONRUSS GRIDIRON KINGS $$ RC!,$21.50,+$2.99 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$51.00,Free shipping
2018 Donruss Josh Allen Rated Rookie #304 AUTO BECKETT 10 Buffalo Bills,$429.99,Best offer accepted
2018 Panini Donruss Green Foil Rookie Threads #4 Josh Allen RC Buffalo Bills,$45.47,Buy It Now
2018 Donruss Josh Allen Rated Rookie Card,$73.00,+$5.25 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$59.99,+$4.95 shipping
2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),$62.00,+$5.55 shipping
2018 Panini Donruss Josh Allen RATED ROOKIE #304 Buffalo Bills,$74.99,+$3.86 shipping
2018 DONRUSS JOSH ALLEN RC BLUE PRESS PROOF SP BILLS # 304,$75.00,+$5.25 shipping
JOSH ALLEN ROOKIE CARD Buffalo Bills Football 2018 DONRUSS GRIDIRON KINGS $$ RC!,$69.00,Free shipping
"2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) , Buffalo Bills",$60.00,+$4.02 shipping
2018 Panini Donruss Rated Rookie #304 Josh Allen RC Buffalo Bills,$59.99,+$3.96 shipping
2018 Panini Donruss Football Josh Allen Rated Rookie - Buffalo Bills,$57.00,+$5.00 shipping
2018 Panini Donruss Rated Rookie #304 Josh Allen RC Buffalo Bills,$65.00,+$5.25 shipping
2018 Panini Donruss Bills Josh Allen Rated Rookie #304,$60.00,Free shipping
https://www.ebay.com/sch/i.html?_nkw=2018+Donruss+-optic+-elite+Josh+Allen&Graded=No&_sacat=0&type=s&_dcat=261328&LH_Complete=1&LH_Sold=1&_ipg=240
Year,Product,Player Name
2018,Donruss+-optic+-elite,JoshAllen
