Sold Date,Name,Main Price,Shipping Cost,Listing Total,Listing Type
2024-09-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36,Best offer accepted
2024-08-31,2018 Donruss - Base Rated Rookie Josh Allen #304 (RC) Buffalo Bills 🔥🔥,65.0,4.02,69.02,or Best Offer
2024-08-31,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,4.11,54.1,1 bid
2024-08-29,2018 Donruss Josh Allen - 💥Rated Rookie #304  (RC)  💥🏈,49.08,4.36,53.44,16 bids
2024-08-29,2018 Donruss - Base Rated Rookie Josh Allen #304 (RC) Buffalo Bills 🔥🔥,50.0,6.0,56.0,Best offer accepted
2024-08-28,2018 Panini Donruss Josh Allen Rated Rookie Bills RC #304,34.0,4.99,38.99,13 bids
2024-08-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),35.0,4.02,39.02,Buy It Now
2024-08-28,JOSH ALLEN 2018 DONRUSS RATED ROOKIE NFL RC FOOTBALL CARD #304 EX-NM+ READ *YCC*,26.0,4.2,30.2,19 bids
2024-08-28,2018 JOSH ALLEN Panini Donruss Rated Rookie #304 Buffalo Bills Wyoming RC,49.99,3.99,53.98,1 bid
2024-08-27,2018-19 Panini Donruss Football Josh Allen Rated Rookie RC #304 Buffalo Bills,55.02,4.75,59.77,19 bids
2024-08-26,2018 Donruss Josh Allen Rated Rookie RC #304 Buffalo Bills,51.0,4.75,55.75,17 bids
2024-08-26,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,4.11,59.11,or Best Offer
2024-08-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,4.36,49.36,Best offer accepted
2024-08-25,Josh Allen RC 2018 Donruss #304 Rated Rookie Buffalo Bills,42.0,4.99,46.99,3 bids
2024-08-25,2018 Donruss Josh Allen #304 RC READ,42.0,4.95,46.95,or Best Offer
2024-08-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.4,3.96,54.36,1 bid
2024-08-24,Josh Allen 2018 Donruss Rated Rookie No. 304,41.0,4.36,45.36,12 bids
2024-08-24,2018 Donruss Josh Allen #304 RC READ,42.0,4.95,46.95,Best offer accepted
2024-08-24,2018 Josh Allen Panini Donruss Rated Rookie #304 Bills MINT CONDITION Wyoming RC,44.99,3.86,48.85,Best offer accepted
2024-08-23,Josh Allen - 2018 Panini Donruss Rookie EX #304 Buffalo Bills,39.99,4.99,44.98,Buy It Now
2024-08-22,2018 Panini Donruss #304 Josh Allen Buffalo Bills RC Rated Rookie,49.95,5.95,55.9,1 bid
2024-08-22,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),34.99,4.11,39.1,Best offer accepted
2024-08-22,2018 Josh Allen Panini Donruss - 💥Rated Rookie #304  (RC)  💥🏈,47.0,5.35,52.35,21 bids
2024-08-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),35.0,3.96,38.96,Best offer accepted
2024-08-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.88,5.55,61.43,28 bids
2024-08-21,2018 Panini Donruss JOSH ALLEN Rated Rookie RC #304 BILLS,59.99,5.25,65.24,Best offer accepted
2024-08-20,JOSH ALLEN 2018 DONRUSS FOOTBALL RATED ROOKIE BILLS #304 RC,41.0,5.35,46.35,10 bids
2024-08-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),38.0,3.84,41.84,2 bids
2024-08-18,2018 Panini Donruss JOSH ALLEN Rated Rookie RC #304 BILLS,60.0,3.99,63.99,or Best Offer
2024-08-17,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.35,55.35,or Best Offer
2024-08-17,2018 DONRUSS FOOTBALL Josh Allen Rated Rookie Rc #304,45.0,4.25,49.25,21 bids
2024-08-15,JOSH ALLEN 2018 DONRUSS RATED ROOKIE NFL ROOKIE RC FOOTBALL CARD#304 READ *YCC*,41.0,4.2,45.2,17 bids
2024-08-14,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),40.0,0.0,40.0,or Best Offer
2024-08-14,Josh Allen 2018 Panini Donruss Rated Rookie RC #304,52.0,4.36,56.36,17 bids
2024-08-14,2018 Donruss #304 Josh Allen Rated Rookie Card ,49.0,4.02,53.02,1 bid
2024-08-13,2018 Donruss #304 Josh Allen Rated Rookie RC,47.0,5.55,52.55,Buy It Now
2024-08-13,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),24.99,3.96,28.95,Best offer accepted
2024-08-13,2018 Panini Donruss Rated Rookie #304 Josh Allen (RC),55.0,4.36,59.36,Best offer accepted
2024-08-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) READ POOR CONDITION VG,19.5,0.99,20.49,Buy It Now
2024-08-11,2018 Donruss #304 Josh Allen RC,53.0,4.02,57.02,3 bids
2024-08-11,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.0,3.96,54.96,5 bids
2024-08-10,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),65.0,4.02,69.02,or Best Offer
2024-08-10,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),5.0,3.96,8.96,1 bid
2024-08-10,2018 Panini Donruss Rated Rookie Josh Allen Rc #304 💥🏈,54.0,4.99,58.99,Buy It Now
2024-08-10,2018 Donruss Rated Rookie Josh Allen #304,60.0,0.0,60.0,Buy It Now
2024-08-09,Josh Allen (RC) 2018 Panini Donruss - Rated Rookie #304 ,50.0,4.02,54.02,1 bid
2024-08-09,JOSH ALLEN 2018 DONRUSS FOOTBALL RATED ROOKIE BILLS #304 RC Q2814,47.0,5.5,52.5,29 bids
2024-08-09,2018 Donruss  - Rated Rookie #304 Josh Allen (RC) Perfect Card!! Super Clean RC,55.0,4.36,59.36,or Best Offer
2024-08-08,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),35.0,4.02,39.02,or Best Offer
2024-08-07,2018 Donruss #304 Josh Allen Rated Rookie RC BILLS,42.0,4.75,46.75,14 bids
2024-08-07,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Rookie,40.0,4.11,44.11,or Best Offer
2024-08-07,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Rookie,49.99,4.02,54.01,Best offer accepted
2024-08-06,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Rookie,41.0,5.99,46.99,11 bids
2024-08-06,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Rookie,41.0,5.99,46.99,12 bids
2024-08-06,Josh Allen - Buffalo Bills / 2018 Donruss Rated Rookie    Card #304   Nice RC!,50.0,3.95,53.95,Buy It Now
2024-08-06,2018 Donruss #304 Josh Allen RC RATED ROOKIE BILLS,49.0,4.75,53.75,9 bids
2024-08-06,2018 Donruss Josh Allen RC RATED ROOKIE #304 BILLS,59.99,3.96,63.95,Best offer accepted
2024-08-05,2018 Donruss #304 Josh Allen RR RC Buffalo Bills A44 291,56.52,4.99,61.51,Was: $59.50
2024-08-05,2018 Donruss #304 Josh Allen RR RC Buffalo Bills A44 290,56.52,4.99,61.51,Was: $59.50
2024-08-04,2018 Donruss Rated Rookie #304 Josh Allen RR RC Buffalo Bills,75.0,5.0,80.0,or Best Offer
2024-08-04,2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills- READ,25.49,4.0,29.49,Buy It Now
2024-08-04,2018 Donruss #304 Josh Allen Rated Rookie RC,49.0,5.55,54.55,Buy It Now
2024-08-04,2018 Panini Donruss Rated Rookie #304 Josh Allen Buffalo Bills RC,55.0,0.0,55.0,Buy It Now
2024-08-04,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.5,3.96,54.46,Best offer accepted
2024-08-04,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.5,3.96,54.46,Best offer accepted
2024-08-04,2018 Donruss #304 Josh Allen RC,50.0,5.0,55.0,1 bid
2024-08-04,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),52.49,0.0,52.49,Best offer accepted
2024-08-03,2018 Donruss #304 Josh Allen Rated Rookie Card TCCCX,55.0,5.35,60.35,4 bids
2024-08-02,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.0,3.86,54.86,8 bids
2024-08-02,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),47.0,5.1,52.1,4 bids
2024-08-02,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,4.95,54.94,or Best Offer
2024-08-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),65.0,4.11,69.11,Best offer accepted
2024-08-01,2018 Donruss Josh Allen Rated Rookie Buffalo Bills 304 RC,44.99,3.96,48.95,or Best Offer
2024-08-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),44.0,5.0,49.0,10 bids
2024-07-31,2018 Panini Donruss Football #304 Josh Allen Rated Rookie Bills NM-M/ Read!!,39.95,5.25,45.2,Buy It Now
2024-07-30,2018 Donruss: #304 Josh Allen Rr RC NM-MT OR BETTER *GMCARDS*,80.0,4.95,84.95,24 bids
2024-07-30,2018 Donruss Josh Allen Rated Rookie Card RC #304 Bills,41.0,4.75,45.75,15 bids
2024-07-29,2018 Panini Donruss JOSH ALLEN Rated Rookie RC #304 Buffalo Bills 🔥🔥🔥,55.0,5.15,60.15,Best offer accepted
2024-07-29,2018 Donruss Josh Allen Rated Rookie Buffalo Bills 304 RC,46.0,3.95,49.95,Buy It Now
2024-07-28,2018 Panini Donruss JOSH ALLEN Rated Rookie RC #304 Buffalo Bills 🔥🔥🔥,55.76,5.25,61.01,15 bids
2024-07-28,2018 Donruss Josh Allen Rated Rookie 304 Bills,50.0,5.4,55.4,6 bids
2024-07-28,2018 Donruss Josh Allen Rated Rookie Buffalo Bills 304,54.99,4.99,59.98,or Best Offer
2024-07-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.25,0.0,51.25,14 bids
2024-07-28,2018 Panini Donruss Rated Rookie #304 Josh Allen (RC),55.0,5.99,60.99,Buy It Now
2024-07-28,#304 Josh Allen 2018 Donruss RC Rookie Buffalo Bills sports,60.5,0.0,60.5,Buy It Now
2024-07-27,2018 Panini Donruss Football Josh Allen Rated Rookie RC #304 Buffalo Bills Nice!,54.0,5.15,59.15,Best offer accepted
2024-07-26,2018 Donruss Josh Allen Rated Rookie #304,47.0,5.5,52.5,15 bids
2024-07-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),56.55,5.4,61.95,5 bids
2024-07-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),30.0,3.96,33.96,or Best Offer
2024-07-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),46.0,4.02,50.02,8 bids
2024-07-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,4.11,54.1,or Best Offer
2024-07-23,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),56.55,4.36,60.91,19 bids
2024-07-23,2018 Donruss #304 Josh Allen ,80.0,5.0,85.0,Best offer accepted
2024-07-23,#304 Josh Allen 2018 Donruss RC Rookie Buffalo Bills sports Ungraded,50.0,3.96,53.96,Best offer accepted
2024-07-22,2018 Donruss #304 Josh Allen RC RATED ROOKIE BILLS,61.51,4.75,66.26,12 bids
2024-07-22,2018 Panini Donruss Rated Rookie #304 Josh Allen (RC),64.99,4.95,69.94,Best offer accepted
2024-07-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Bills GREAT CONDITION,53.0,4.36,57.36,or Best Offer
2024-07-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,5.25,50.25,21 bids
2024-07-20,2018 Donruss #304 Josh Allen Rated Rookie Card TCCCX,55.0,1.99,56.99,15 bids
2024-07-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36,Best offer accepted
2024-07-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),10.0,1.25,11.25,or Best Offer
2024-07-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),42.0,5.4,47.4,15 bids
2024-07-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.02,54.02,or Best Offer
2024-07-17,2018 Panini Donruss Rated Rookie Josh Allen Rc #304,47.99,0.0,47.99,Buy It Now
2024-07-17,Josh Allen Donruss Rated Rookie 2018 #304 Bill 🏈🔥🔥Rookie,85.0,5.4,90.4,or Best Offer
2024-07-15,2018 Panini Donruss Football #304 Josh Allen Rated Rookie Bills NM-M,50.0,0.0,50.0,Buy It Now
2024-07-15,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),57.19,5.25,62.44,13 bids
2024-07-15,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Buffalo Bills ,50.0,4.0,54.0,Buy It Now
2024-07-14,"2018 Panini Donruss Rated Rookie Josh Allen Rookie Card #304 ""Bills"" (RC)",61.0,1.12,62.12,20 bids
2024-07-14,2018 Panini Donruss Football Josh Allen Rated Rookie RC #304 Buffalo Bills Nice!,47.0,4.0,51.0,15 bids
2024-07-14,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36,Best offer accepted
2024-07-13,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),48.0,1.25,49.25,13 bids
2024-07-13,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.5,1.25,50.75,17 bids
2024-07-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),44.0,4.02,48.02,13 bids
2024-07-12,Josh Allen 2018 Donruss Rated Rookie RC #304 Buffalo Bills ,59.0,5.35,64.35,10 bids
2024-07-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Buffalo Bills CLEAN,48.0,4.99,52.99,2 bids
2024-07-12,Josh Allen 2018 Donruss Rated Rookie #304 Bills Rated Rookie Great Condition ,46.0,4.02,50.02,11 bids
2024-07-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,5.0,65.0,or Best Offer
2024-07-12,2018 Josh Allen (RC) Panini Donruss - Rated Rookie #304,56.0,1.77,57.77,10 bids
2024-07-10,2018 Panini Donruss Josh Allen RC #304 Rated Rookie Buffalo Bills (x2),83.0,7.5,90.5,6 bids
2024-07-10,2018 Panini Donruss Josh Allen RC Bills Rookie #304,43.0,4.99,47.99,18 bids
2024-07-08,2018 Panini Donruss Football Josh Allen Rated Rookie RC #304 Buffalo Bills,47.0,4.75,51.75,15 bids
2024-07-08,2018 Donruss Josh Allen Rated Rookie Card RC #304 Bills,40.0,4.75,44.75,11 bids
2024-07-08,2018 Panini Donruss Josh Allen RC Bills Rookie #304,54.0,4.99,58.99,20 bids
2024-07-08,2018 Donruss #304 Josh Allen,50.0,0.0,50.0,Best offer accepted
2024-07-07,2018 Donruss Josh Allen Buffalo Bills RC Rated Rookie #304,50.5,5.55,56.05,20 bids
2024-07-06,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.02,54.02,Best offer accepted
2024-07-05,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36,or Best Offer
2024-07-02,Josh Allen 2018 Donruss Rated Rookie RC #304 Buffalo Bills A26,56.0,5.0,61.0,45 bids
2024-07-02,2018 Panini Donruss Josh Allen Rated Rookie #304 RC Bills NICE,65.0,4.02,69.02,Best offer accepted
2024-07-02,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.99,4.02,56.01,Best offer accepted
2024-07-02,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,4.02,64.02,Best offer accepted
2024-07-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,4.02,64.02,Best offer accepted
2024-07-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),32.0,5.45,37.45,1 bid
2024-07-01,2018 Donruss Rated Rookie Josh Allen #304 (RC),54.0,4.02,58.02,Buy It Now
2024-07-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) (Funky Lower Left Corner,19.99,0.69,20.68,Buy It Now
2024-07-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.11,54.11,Best offer accepted
2024-06-30,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC)  bills. ns4,47.99,5.35,53.34,Best offer accepted
2024-06-30,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.35,55.35,or Best Offer
2024-06-29,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),53.0,1.25,54.25,24 bids
2024-06-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.88,1.5,52.38,21 bids
2024-06-27,2018 Panini Donruss Josh Allen Rated Rookie #304 RC Bills,49.88,5.55,55.43,17 bids
2024-06-27,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,0.0,50.0,Best offer accepted
2024-06-27,2018 Donruss Josh Allen #304 RC | Soft Corner - See pictures - Read Description,39.99,4.95,44.94,or Best Offer
2024-06-26,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),46.0,3.86,49.86,1 bid
2024-06-26,2018 Donruss Josh Allen Rookie RC Card # 304,49.5,3.95,53.45,Was: $55.00
2024-06-25,2018 Panini Donruss Josh Allen Rated Rookie Card RC #304 Buffalo Bills,57.56,4.75,62.31,8 bids
2024-06-25,2018 Panini Donruss Josh Allen RC #304 Rated Rookie Buffalo Bills,59.99,5.55,65.54,Best offer accepted
2024-06-24,2018 Panini Donruss Football - Josh Allen Rated Rookie #304 - Bills,46.0,5.25,51.25,15 bids
2024-06-24,2018 Panini Donruss #304 Josh Allen Rated Rookie,54.99,4.02,59.01,Buy It Now
2024-06-23,2018 Josh Allen Panini Donruss Rated Rookie #304 RC,43.0,5.55,48.55,7 bids
2024-06-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.0,4.02,55.02,3 bids
2024-06-21,2018 Panini Donruss Rated Rookie #304 Josh Allen RC -Damage See Pics-,21.5,1.25,22.75,13 bids
2024-06-21,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Card Bills,54.99,5.15,60.14,Buy It Now
2024-06-21,2018 Panini Donruss Rated Rookie Josh Allen #304 RC,60.0,5.15,65.15,or Best Offer
2024-06-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),99.99,4.02,104.01,or Best Offer
2024-06-20,2018 Panini Donruss #304 Josh Allen Rated Rookie,59.0,4.99,63.99,Best offer accepted
2024-06-19,2018 Panini Donruss Josh Allen RC #304 Rated Rookie Buffalo Bills,59.99,0.0,59.99,Best offer accepted
2024-06-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),44.0,4.99,48.99,Best offer accepted
2024-06-18,2018 Panini Donruss Rookie Card Josh Allen #304,60.0,0.0,60.0,or Best Offer
2024-06-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) bills🔥🔥🔥,49.99,5.25,55.24,Buy It Now
https://www.ebay.com/sch/i.html?_nkw=2018+Donruss+-optic+-elite+-clearly+Josh+Allen+304+-CSG+-PSA+-BGS+-SGC+-HGA+-parallel+-studio+-series+-prime+-shield+-player's+-logo+-brand+-logo+-aqueous+-test+-stat+-line+-jersey+-number+-press+-proof+-press+-proof+-die-cut+-holo++-blue+-green+-red+-silver+-gold+-black&Graded=No&_sacat=0&type=s&_dcat=261328&LH_Complete=1&LH_Sold=1&_ipg=240
Year,Product,Player Name
2018,Donruss+-optic+-elite+-clearly,JoshAllen
