Sold Date,Name,Main Price,Shipping Cost,Listing Total
2024-07-28,#304 Josh Allen 2018 Donruss RC Rookie Buffalo Bills sports,60.5,0.0,60.5
2024-07-27,2018 Panini Donruss Football Josh Allen Rated Rookie RC #304 Buffalo Bills Nice!,54.0,5.15,59.15
2024-07-26,2018 Donruss Josh Allen Rated Rookie #304,47.0,5.5,52.5
2024-07-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),56.55,5.4,61.95
2024-07-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),30.0,3.96,33.96
2024-07-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),46.0,4.02,50.02
2024-07-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,4.11,54.1
2024-07-23,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),56.55,4.36,60.91
2024-07-23,2018 Donruss #304 Josh Allen ,80.0,5.0,85.0
2024-07-23,#304 Josh Allen 2018 Donruss RC Rookie Buffalo Bills sports Ungraded,50.0,3.96,53.96
2024-07-22,2018 Donruss #304 Josh Allen RC RATED ROOKIE BILLS,61.51,4.75,66.26
2024-07-22,2018 Panini Donruss Rated Rookie #304 Josh Allen (RC),64.99,4.95,69.94
2024-07-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Bills GREAT CONDITION,53.0,4.36,57.36
2024-07-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,5.25,50.25
2024-07-20,2018 Donruss #304 Josh Allen Rated Rookie Card TCCCX,55.0,1.99,56.99
2024-07-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36
2024-07-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),10.0,1.25,11.25
2024-07-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),42.0,5.4,47.4
2024-07-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.02,54.02
2024-07-17,2018 Panini Donruss Rated Rookie Josh Allen Rc #304,47.99,0.0,47.99
2024-07-17,Josh Allen Donruss Rated Rookie 2018 #304 Bill 🏈🔥🔥Rookie,85.0,5.4,90.4
2024-07-15,2018 Panini Donruss Football #304 Josh Allen Rated Rookie Bills NM-M,50.0,0.0,50.0
2024-07-15,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),57.19,5.25,62.44
2024-07-15,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Buffalo Bills ,50.0,4.0,54.0
2024-07-14,"2018 Panini Donruss Rated Rookie Josh Allen Rookie Card #304 ""Bills"" (RC)",61.0,1.12,62.12
2024-07-14,2018 Panini Donruss Football Josh Allen Rated Rookie RC #304 Buffalo Bills Nice!,47.0,4.0,51.0
2024-07-14,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36
2024-07-13,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),48.0,1.25,49.25
2024-07-13,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.5,1.25,50.75
2024-07-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),44.0,4.02,48.02
2024-07-12,Josh Allen 2018 Donruss Rated Rookie RC #304 Buffalo Bills ,59.0,5.35,64.35
2024-07-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Buffalo Bills CLEAN,48.0,4.99,52.99
2024-07-12,Josh Allen 2018 Donruss Rated Rookie #304 Bills Rated Rookie Great Condition ,46.0,4.02,50.02
2024-07-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,5.0,65.0
2024-07-12,2018 Josh Allen (RC) Panini Donruss - Rated Rookie #304,56.0,1.77,57.77
2024-07-10,2018 Panini Donruss Josh Allen RC #304 Rated Rookie Buffalo Bills (x2),83.0,7.5,90.5
2024-07-10,2018 Panini Donruss Josh Allen RC Bills Rookie #304,43.0,4.99,47.99
2024-07-08,2018 Panini Donruss Football Josh Allen Rated Rookie RC #304 Buffalo Bills,47.0,4.75,51.75
2024-07-08,2018 Donruss Josh Allen Rated Rookie Card RC #304 Bills,40.0,4.75,44.75
2024-07-08,2018 Panini Donruss Josh Allen RC Bills Rookie #304,54.0,4.99,58.99
2024-07-08,2018 Donruss #304 Josh Allen,50.0,0.0,50.0
2024-07-07,2018 Donruss Josh Allen Buffalo Bills RC Rated Rookie #304,50.5,5.55,56.05
2024-07-06,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.02,54.02
2024-07-05,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36
2024-07-02,Josh Allen 2018 Donruss Rated Rookie RC #304 Buffalo Bills A26,56.0,5.0,61.0
2024-07-02,2018 Panini Donruss Josh Allen Rated Rookie #304 RC Bills NICE,65.0,4.02,69.02
2024-07-02,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.99,4.02,56.01
2024-07-02,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,4.02,64.02
2024-07-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,4.02,64.02
2024-07-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),32.0,5.45,37.45
2024-07-01,2018 Donruss Rated Rookie Josh Allen #304 (RC),54.0,4.02,58.02
2024-07-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) (Funky Lower Left Corner,19.99,0.69,20.68
2024-07-01,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.11,54.11
2024-06-30,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC)  bills. ns4,47.99,5.35,53.34
2024-06-30,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.35,55.35
2024-06-29,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),53.0,1.25,54.25
2024-06-28,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.88,1.5,52.38
2024-06-27,2018 Panini Donruss Josh Allen Rated Rookie #304 RC Bills,49.88,5.55,55.43
2024-06-27,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,0.0,50.0
2024-06-27,2018 Donruss Josh Allen #304 RC | Soft Corner - See pictures - Read Description,39.99,4.95,44.94
2024-06-26,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),46.0,3.86,49.86
2024-06-26,2018 Donruss Josh Allen Rookie RC Card # 304,49.5,3.95,53.45
2024-06-25,2018 Panini Donruss Josh Allen Rated Rookie Card RC #304 Buffalo Bills,57.56,4.75,62.31
2024-06-25,2018 Panini Donruss Josh Allen RC #304 Rated Rookie Buffalo Bills,59.99,5.55,65.54
2024-06-24,2018 Panini Donruss Football - Josh Allen Rated Rookie #304 - Bills,46.0,5.25,51.25
2024-06-24,2018 Panini Donruss #304 Josh Allen Rated Rookie,54.99,4.02,59.01
2024-06-23,2018 Josh Allen Panini Donruss Rated Rookie #304 RC,43.0,5.55,48.55
2024-06-21,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.0,4.02,55.02
2024-06-21,2018 Panini Donruss Rated Rookie #304 Josh Allen RC -Damage See Pics-,21.5,1.25,22.75
2024-06-21,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Card Bills,54.99,5.15,60.14
2024-06-21,2018 Panini Donruss Rated Rookie Josh Allen #304 RC,60.0,5.15,65.15
2024-06-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),99.99,4.02,104.01
2024-06-20,2018 Panini Donruss #304 Josh Allen Rated Rookie,59.0,4.99,63.99
2024-06-19,2018 Panini Donruss Josh Allen Rated Rookie #304 RC Buffalo Bills,70.0,0.0,70.0
2024-06-19,2018 Panini Donruss Josh Allen RC #304 Rated Rookie Buffalo Bills,59.99,0.0,59.99
2024-06-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),44.0,4.99,48.99
2024-06-18,2018 Panini Donruss Rookie Card Josh Allen #304,60.0,0.0,60.0
2024-06-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) bills🔥🔥🔥,49.99,5.25,55.24
2024-06-17,2018 Panini Donruss #304 Josh Allen Buffalo Bills RC Rookie,45.0,5.0,50.0
2024-06-17,2018 Panini Donruss Rated Rookie #304 Josh Allen ROOKIE RC,55.0,5.0,60.0
2024-06-17,2018 Panini Donruss Football Rated Rookie RC Josh Allen #304 Mint Bills ,41.0,3.96,44.96
2024-06-17,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),43.0,1.5,44.5
2024-06-16,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,3.86,58.86
2024-06-15,2018 Donruss Josh Allen #304 Rated Rookie RC Buffalo Bills,59.96,4.49,64.45
2024-06-15,2018 Donruss Rated Rookie RC #304 Josh Allen Buffalo Bills,59.4,0.0,59.4
2024-06-15,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,4.02,49.02
2024-06-14,2018 Panini Donruss Rated Rookie #304 Josh Allen RC -Damage See Pics-,30.0,4.5,34.5
2024-06-13,2018 Panini Donruss - Rated Rookie #304 Josh Allen. Just opened,55.0,3.96,58.96
2024-06-13,2018 Panini Donruss Josh Allen RC Rated Rookie #304 Bills,59.99,4.0,63.99
2024-06-13,2018 Josh Allen Donruss Rated Rookie Card # 304,55.0,3.96,58.96
2024-06-13,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),44.0,3.96,47.96
2024-06-12,2018 NFL Panini Donruss Josh Allen Press Proof Rookie RC #304 Bills,39.99,4.02,44.01
2024-06-12,2018 Panini Donruss Josh Allen Rated Rookie Bills RC #304,51.0,4.99,55.99
2024-06-12,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) Team Collection Sealed,299.99,0.0,299.99
2024-06-11,Josh Allen 2018 Donruss Rated Rookie #304,49.99,5.25,55.24
2024-06-10,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),54.0,5.25,59.25
2024-06-10,"2018 Panini Donruss #304 Josh Allen Buffalo Bills RC Rookie ""CREASED""",12.5,5.0,17.5
2024-06-10,Josh Allen 2018 Donruss Rated Rookie #304,53.0,5.45,58.45
2024-06-09,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),75.0,4.11,79.11
2024-06-09,2018 Panini Donruss - Rated Rookie Aqueous Test #304 Josh Allen (RC),56.0,3.96,59.96
2024-06-09,"2018 Josh Allen RC - Donruss, Rated Rookie #304 Base - Bills",51.0,4.02,55.02
2024-06-09,2018 Panini Donruss - Rated Rookie Aqueous Test #304 Josh Allen (RC),55.0,4.02,59.02
2024-06-09,2018 Panini Donruss Football Rated Rookie RC Josh Allen #304,65.0,5.55,70.55
2024-06-09,2018 Panini Donruss Josh Allen Rated Rookie #304 RC Bills NICE,60.0,4.55,64.55
2024-06-07,2018 Panini Donruss-Rated Rookie Aqueous Test #304 Josh Allen (RC) COMPS $50-$80,34.0,4.02,38.02
2024-06-06,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,1.5,51.5
2024-06-06,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,0.0,49.99
2024-06-06,2018 Donruss Josh Allen Rated Rookie #304,45.0,3.96,48.96
2024-06-05,2018 Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36
2024-06-05,Josh Allen 2018 Panini Donruss - Rated Rookie #304 (RC) Card Buffalo Bills,59.99,6.65,66.64
2024-06-04,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,3.96,63.96
2024-06-03,"2018 Panini Donruss - Rated Rookie #304 Josh Allen, Josh Allen (RC)",59.99,4.36,64.35
2024-06-03,2018 Panini Donruss Josh Allen Rated Rookie Card #304,45.0,4.95,49.95
2024-06-03,2018 Panini Donruss Football Rated Rookie RC Josh Allen #304,41.01,4.5,45.51
2024-06-03,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,3.96,53.95
2024-05-31,2018 Panini Donruss Base Rated Rookie JOSH ALLEN RC #304 Bills,69.99,3.96,73.95
2024-05-31,"2018 Panini Donruss - Rated Rookie #304 Josh Allen, Josh Allen (RC)",50.0,3.86,53.86
2024-05-30,Josh Allen 2018 Donruss Rated Rookie #304,55.0,5.2,60.2
2024-05-29,2018 Panini Donruss Rated Rookie Josh Allen #304 Rookie RC,68.38,4.99,73.37
2024-05-29,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) - Buffalo Bills,43.99,4.02,48.01
2024-05-28,A3300- 2018 Donruss #304 Josh Allen RR RC - NM-MT (RATED ROOKIE CARD),69.99,0.64,70.63
2024-05-27,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),40.0,8.72,48.72
2024-05-27,"2018 Panini Donruss - Rated Rookie #304 Josh Allen, Josh Allen (RC)",80.0,3.96,83.96
2024-05-27,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) + 2 More,51.0,5.52,56.52
2024-05-26,2018 Donruss Josh Allen Rated Rookie RC #304 Buffalo Bills,55.0,5.0,60.0
2024-05-26,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.0,4.11,55.11
2024-05-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),45.0,0.0,45.0
2024-05-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),59.99,4.02,64.01
2024-05-25,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.15,55.15
2024-05-24,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,4.36,54.36
2024-05-23,2018 PANINI DONRUSS #304 JOSH ALLEN RATED ROOKIE RC ,44.44,7.65,52.09
2024-05-23,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,4.11,59.11
2024-05-22,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),37.5,3.5,41.0
2024-05-22,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),70.0,5.35,75.35
2024-05-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.99,4.99,54.98
2024-05-20,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,3.5,58.5
2024-05-20,2018 Panini Donruss Rated Rookie #304 Josh Allen RC Buffalo Bills Star ⭐ QB! NFL,59.0,4.02,63.02
2024-05-19,2018 Panini Donruss Josh Allen Rated Rookie RC #304 Buffalo Bills,64.0,5.35,69.35
2024-05-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),49.0,4.36,53.36
2024-05-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC) + 2 More,51.0,5.52,56.52
2024-05-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),20.0,1.25,21.25
2024-05-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),51.0,5.9,56.9
2024-05-19,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),35.0,4.02,39.02
2024-05-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),55.0,4.02,59.02
2024-05-18,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),54.0,4.02,58.02
2024-05-17,2018 Panini Donruss Josh Allen Rated Rookie Bills RC #304,56.0,4.99,60.99
2024-05-16,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),50.0,5.35,55.35
2024-05-16,2018 Panini Donruss Josh Allen Rated Rookie Card #304 RC Buffalo Bills NFL,44.99,5.35,50.34
2024-05-15,2018 Panini Donruss Josh Allen Base Rated Rookie Card RC #304 Buffalo Bills,57.0,4.75,61.75
2024-05-15,2018 Panini Donruss Josh Allen Rated Rookie #304 Buffalo Bills,58.27,11.66,69.93
2024-05-15,2018 Donruss Josh Allen Rated Rookie RC #304 Bills ,50.0,4.19,54.19
2024-05-14,2018 Panini Donruss - Rated Rookie #304 Josh Allen (RC),60.0,4.36,64.36
2024-05-13,2018 Panini Donruss - Rated Rookie Aqueous Test #304 Josh Allen (RC),45.0,3.96,48.96
2024-01-16,2018 Panini Donruss Football #304 Josh Allen Rated Rookie! Bills Superstar,74.99,5.0,79.99
https://www.ebay.com/sch/i.html?_nkw=2018+Donruss+-optic+-elite+-clearly+Josh+Allen+304+-CSG+-PSA+-BGS+-SGC+-HGA+-parallel+-blue+-green+-red+-silver+-gold+-black&Graded=No&_sacat=0&type=s&_dcat=261328&LH_Complete=1&LH_Sold=1&_ipg=240
Year,Product,Player Name
2018,Donruss+-optic+-elite+-clearly,JoshAllen
